timestamp_ms,A1,A2,A3,x_calc,y_calc,error,x_real,y_real
2172370,2.51,1.24,3.17,2.2465647482014384,0.8751999999999998,0.27634980560087025,2.0,1.0
2172380,2.54,1.24,3.17,2.2738129496402877,0.90045,0.29134813177831553,2.0,1.0
2172500,2.54,1.24,3.1,2.2738129496402877,0.9735999999999998,0.2750826991846538,2.0,1.0
2172520,2.54,1.24,3.1,2.2738129496402877,0.9735999999999998,0.2750826991846538,2.0,1.0
2172530,2.54,1.24,3.1,2.2738129496402877,0.9735999999999998,0.2750826991846538,2.0,1.0
2172650,2.54,1.24,3.17,2.2738129496402877,0.90045,0.29134813177831553,2.0,1.0
2172670,2.54,1.23,3.17,2.2782553956834533,0.90045,0.29552710151009015,2.0,1.0
2172680,2.54,1.23,3.17,2.2782553956834533,0.90045,0.29552710151009015,2.0,1.0
2172800,2.54,1.23,3.06,2.2782553956834533,1.0146666666666666,0.27864166296170834,2.0,1.0
2172820,2.54,1.24,3.06,2.2738129496402877,1.0146666666666666,0.2742054749669048,2.0,1.0
2172830,2.54,1.24,3.06,2.2738129496402877,1.0146666666666666,0.2742054749669048,2.0,1.0
2172950,2.54,1.24,3.13,2.2738129496402877,0.9424500000000001,0.27979552157015436,2.0,1.0
2172970,2.54,1.23,3.13,2.2782553956834533,0.9424500000000001,0.28414444869987365,2.0,1.0
2172980,2.51,1.23,3.13,2.251007194244604,0.9171999999999999,0.2643112777816118,2.0,1.0
2173100,2.51,1.23,3.14,2.251007194244604,0.9067499999999997,0.26776888180396985,2.0,1.0
2173120,2.51,1.23,3.14,2.251007194244604,0.9067499999999997,0.26776888180396985,2.0,1.0
2173130,2.58,1.23,3.14,2.3150899280575543,0.9661333333333333,0.31690473943194014,2.0,1.0
2173270,2.58,1.24,3.14,2.3106474820143887,0.9661333333333333,0.31248809448199955,2.0,1.0
2173280,2.57,1.24,3.14,2.3013848920863307,0.9575499999999997,0.3043597471379703,2.0,1.0
2173420,2.57,1.24,3.14,2.3013848920863307,0.9575499999999997,0.3043597471379703,2.0,1.0
2173430,2.53,1.24,3.14,2.2646942446043163,0.9235499999999998,0.27551342186298233,2.0,1.0
2173550,2.53,1.24,3.1,2.2646942446043163,0.9651499999999996,0.26697858645713457,2.0,1.0
2173570,2.53,1.26,3.1,2.255701438848921,0.9651499999999996,0.25806539545124696,2.0,1.0
2173580,2.55,1.26,3.1,2.2739748201438847,0.982083333333333,0.2745600280764089,2.0,1.0
2173700,2.55,1.26,3.13,2.2739748201438847,0.9509333333333334,0.27833386400266097,2.0,1.0
2173720,2.55,1.26,3.13,2.2739748201438847,0.9509333333333334,0.27833386400266097,2.0,1.0
2173730,2.55,1.26,3.13,2.2739748201438847,0.9509333333333334,0.27833386400266097,2.0,1.0
2173850,2.55,1.26,3.1,2.2739748201438847,0.982083333333333,0.2745600280764089,2.0,1.0
2173870,2.55,1.23,3.1,2.287410071942446,0.982083333333333,0.2879679780781303,2.0,1.0
2173880,2.56,1.23,3.1,2.29660071942446,0.9905999999999998,0.2967496365003795,2.0,1.0
2174000,2.56,1.23,3.17,2.29660071942446,0.9174500000000001,0.3078741451682933,2.0,1.0
2174020,2.56,1.24,3.17,2.292158273381295,0.9174500000000001,0.3035967048654177,2.0,1.0
2174030,2.53,1.24,3.17,2.2646942446043163,0.8919999999999999,0.28587942060709737,2.0,1.0
2174150,2.53,1.24,3.1,2.2646942446043163,0.9651499999999996,0.26697858645713457,2.0,1.0
2174170,2.53,1.23,3.1,2.269136690647482,0.9651499999999996,0.27138364127684333,2.0,1.0
2174180,2.55,1.23,3.1,2.287410071942446,0.982083333333333,0.2879679780781303,2.0,1.0
2174300,2.55,1.23,3.14,2.287410071942446,0.9404833333333331,0.293507722326131,2.0,1.0
2174320,2.55,1.23,3.14,2.287410071942446,0.9404833333333331,0.293507722326131,2.0,1.0
2174330,2.54,1.23,3.14,2.2782553956834533,0.9319999999999999,0.2864438256045243,2.0,1.0
2174600,2.54,1.23,3.14,2.2782553956834533,0.9319999999999999,0.2864438256045243,2.0,1.0
